Date,Close,High,Low,Open,Volume
2017-12-18,149.030800,151.024800,148.893200,150.337200,2277532
2017-12-19,149.521900,150.081800,148.313800,149.266500,2063928
2017-12-20,149.060200,150.160400,148.932500,149.482600,3206177
2017-12-21,151.466800,155.631700,151.181900,153.529600,4563593
2017-12-22,151.162300,153.234900,151.073900,153.018800,1818619
2017-12-26,150.278300,150.749700,149.757700,150.425600,1514425
2017-12-27,150.602400,151.039500,150.121100,150.523800,1690434
2017-12-28,150.848000,151.177000,150.278300,150.739900,1124287
2017-12-29,150.376500,151.840100,150.356800,151.692700,1452063
2018-01-02,151.113200,151.368600,150.072000,150.779200,3061912
2018-01-03,151.810600,152.242800,150.273300,150.273300,2064185
2018-01-04,153.608200,154.079700,152.026700,152.252600,1777024
2018-01-05,154.875300,154.924400,153.362600,153.834100,1597608
2018-01-08,156.113000,156.191600,154.060000,154.580600,2616907
2018-01-09,156.633600,156.663000,154.662600,155.690600,3204962
2018-01-10,156.083500,156.329100,154.935000,156.132600,1624075
2018-01-11,156.289800,156.574600,155.249600,156.083500,1809390
2018-01-12,157.272100,157.787700,155.759400,156.672900,2048945
2018-01-16,155.160200,157.527400,155.111000,157.409600,2858729
2018-01-17,157.370300,157.625700,155.995100,156.280000,2143095
2018-01-18,158.087300,158.227100,156.987200,157.291700,1715458
2018-01-19,158.883000,159.617700,157.360500,158.735600,2246733
2018-01-22,158.568700,159.010700,157.969500,158.352600,1719976
2018-01-23,158.028400,159.177700,157.792700,158.431100,1635846
2018-01-24,157.753400,159.118700,157.694400,158.342700,1951898
2018-01-25,157.940000,158.883000,157.768100,158.264200,1327113
2018-01-26,159.668800,159.698300,157.488200,158.391800,1950655
2018-01-29,158.332900,159.717900,158.116800,159.452700,1314847
2018-01-30,156.869300,158.303400,156.289800,158.107000,1699965
2018-01-31,157.851600,158.092300,156.898800,157.252400,1878301
2018-02-01,157.615900,158.274000,156.712200,157.316300,1692576
2018-02-02,154.119000,157.429200,153.853700,157.144400,2183611
2018-02-05,149.138800,156.446900,148.058300,153.352800,3733711
2018-02-06,151.948100,152.429400,146.781400,147.626100,4259634
2018-02-07,152.400000,156.113000,150.356800,151.486500,2918659
2018-02-08,147.842200,152.714300,147.704700,152.557100,2900917
2018-02-09,151.113200,152.242800,146.152700,149.001300,3656802
2018-02-12,152.203500,153.696600,151.172100,151.928500,2273661
2018-02-13,154.060000,154.207400,151.260500,151.466800,2059482
2018-02-14,156.957700,157.281900,152.400000,153.244700,2583153
2018-02-15,158.205200,158.254300,155.307500,157.547100,1854915
2018-02-16,159.776900,160.700200,157.994000,158.107000,1998555
2018-02-20,158.578500,159.835800,158.215000,159.501800,1425743
2018-02-21,157.615900,160.857400,157.576600,158.725800,1628586
2018-02-22,157.478300,159.123600,157.070700,158.224900,1511705
2018-02-23,160.061700,160.159900,157.478300,158.244500,1577234
2018-02-26,161.820000,161.908400,160.027300,160.916300,1782844
2018-02-27,159.668800,162.645100,159.668800,161.878900,1820815
2018-02-28,158.156100,161.476200,158.097200,160.012600,2002240
2018-03-01,153.382200,158.724300,153.117000,158.421300,3005395
2018-03-02,154.708300,154.836000,151.948100,152.458900,2960136
2018-03-05,156.034400,156.830000,154.207400,154.384200,1936791
2018-03-06,155.228900,157.311300,154.197500,156.348700,2352499
2018-03-07,155.739700,156.142400,153.745800,154.197500,3176151
2018-03-08,155.690600,156.594300,155.238700,156.191600,3093240
2018-03-09,158.647200,158.964300,156.388000,156.820200,2988026
2018-03-12,158.824000,159.884900,158.165900,159.128600,2105433
2018-03-13,159.609900,161.387800,159.187500,159.246400,2742227
2018-03-14,158.146300,160.307300,157.576600,159.875100,2214813
2018-03-15,159.973300,160.587200,158.038200,158.431100,1840336
2018-03-16,158.038200,160.395700,158.028400,159.727700,4018631
2018-03-19,157.773000,158.637400,156.545200,157.714100,1890033
2018-03-20,159.993000,160.258200,158.097200,158.097200,2249443
2018-03-21,159.158000,160.818100,159.059800,160.307300,3452550
2018-03-22,147.567200,155.140500,147.076000,153.971600,8203577
2018-03-23,144.738200,149.767500,144.551600,148.647700,4039806
2018-03-26,150.140700,150.455100,146.359000,146.359000,4231021
2018-03-27,146.221500,150.936400,145.180200,150.514000,3212019
2018-03-28,144.797200,147.680900,144.723500,147.026900,2965696
2018-03-29,150.779200,150.779200,145.204800,145.661600,3595891
2018-04-02,145.357100,149.129000,143.903300,149.129000,2845793
2018-04-03,146.152700,146.329500,143.461300,145.858000,2363306
2018-04-04,147.311800,147.812700,143.475200,144.089900,2161074
2018-04-05,148.883400,149.374600,147.351100,148.421800,3336328
2018-04-06,144.767700,148.117300,143.598800,147.243000,1927191
2018-04-09,145.622300,147.763600,145.386500,145.632100,1465760
2018-04-10,149.354900,150.032700,147.184100,147.331400,2268187
2018-04-11,147.055900,148.512600,146.818100,148.046900,1734854
2018-04-12,148.730600,149.761200,147.581100,147.828900,2005562
2018-04-13,148.770300,150.038700,148.106300,149.632400,1607799
2018-04-16,150.048600,150.672900,149.117100,150.078300,2151649
2018-04-17,152.843000,153.189900,150.702600,151.267400,2702290
2018-04-18,154.111400,154.289800,151.951200,152.952000,1975665
2018-04-19,153.189900,153.804300,152.228700,153.596200,1512894
2018-04-20,151.029600,153.348400,150.529200,152.625000,2301966
2018-04-23,151.653900,152.070100,150.732300,151.842200,1533001
2018-04-24,149.701700,152.942100,148.492800,152.179100,1922646
2018-04-25,148.730600,150.127900,147.085700,150.127900,2040159
2018-04-26,150.910700,151.743100,149.236000,149.563000,1634609
2018-04-27,151.009800,151.584500,149.820700,150.910700,1179514
2018-04-30,149.830600,151.871900,149.810800,151.782700,1504694
2018-05-01,150.544000,150.573800,148.760400,149.721600,1204794
2018-05-02,149.345000,150.712500,149.047700,150.345900,1642051
2018-05-03,150.355800,150.663000,147.789200,148.938700,1725045
2018-05-04,152.050300,152.560600,148.988300,149.345000,1504132
2018-05-07,150.920600,151.693500,150.465600,151.564700,2056987
2018-05-08,150.563900,151.118800,149.662100,149.979200,1770139
2018-05-09,153.219600,153.576300,150.821500,151.515200,1515270
2018-05-10,155.122200,155.579400,153.031300,153.586200,1299405
2018-05-11,155.657300,156.192400,154.408700,155.122200,1211574
2018-05-14,154.161000,156.222200,153.903300,155.895100,1636653
2018-05-15,152.674600,153.398000,151.990800,153.328600,1774497
2018-05-16,152.684500,153.645700,152.268300,153.100700,1946923
2018-05-17,153.526800,154.307500,152.426800,153.011500,1615325
2018-05-18,153.903300,154.517700,153.219600,153.596200,1517375
2018-05-21,155.518600,155.994200,154.606900,154.606900,1652990
2018-05-22,153.923200,156.004100,153.744800,155.548300,1757072
2018-05-23,153.903300,154.646600,152.694400,153.883500,1737982
2018-05-24,154.180800,154.636600,153.289000,154.418600,1911084
2018-05-25,154.577200,155.062700,153.645200,153.982600,1314942
2018-05-29,152.149400,153.834000,151.277300,153.556500,2047298
2018-05-30,154.616800,155.122200,153.130400,153.398000,1578172
2018-05-31,154.329500,155.360000,153.507100,154.587100,2767061
2018-06-01,157.450900,157.837400,155.142000,155.518600,1808808
2018-06-04,157.986000,158.550900,156.628400,157.213100,1481779
2018-06-05,158.471600,158.907600,157.609500,157.718500,1756494
2018-06-06,161.236300,161.276000,158.709400,159.115700,1771258
2018-06-07,159.155300,161.375100,158.154500,161.266100,1841825
2018-06-08,160.701200,160.859800,159.155300,159.254400,1725235
2018-06-11,161.276000,162.143000,160.067000,160.067000,1978430
2018-06-12,161.365100,162.524500,160.978700,161.959700,2881335
2018-06-13,161.543500,162.762400,161.137200,161.612900,2357630
2018-06-14,161.285900,162.465100,160.671500,161.850700,1914429
2018-06-15,161.999300,162.217400,159.185100,160.374200,8561520
2018-06-18,161.404800,161.503900,159.403100,160.532800,1789847
2018-06-19,161.830900,161.860600,159.839100,160.651700,2574366
2018-06-20,160.304800,161.890300,160.195900,161.523700,2026808
2018-06-21,158.580600,160.463400,158.184200,159.908500,2034248
2018-06-22,158.184200,159.046300,157.005000,159.046300,3782047
2018-06-25,154.745600,156.628400,153.943000,156.559100,3134549
2018-06-26,155.439300,156.162700,154.745600,155.112300,2164019
2018-06-27,153.933100,157.262600,153.893400,155.736600,3191874
2018-06-28,163.010100,164.060500,158.253600,159.036400,5801142
2018-06-29,162.108400,164.060500,161.553400,162.702900,3625695
2018-07-02,161.751600,161.934900,159.839100,160.433700,2279436
2018-07-03,161.860600,163.918300,161.543500,162.425500,1919106
2018-07-05,163.307400,163.356900,161.682200,162.217400,2427938
2018-07-06,163.020000,163.674000,161.533600,163.277700,1840443
2018-07-09,164.625300,164.754200,163.505600,163.505600,1651839
2018-07-10,164.952400,166.250500,164.833400,164.992000,2070992
2018-07-11,164.803700,165.586600,163.122600,163.902000,1307057
2018-07-12,166.508100,166.627100,165.467700,166.002800,1717271
2018-07-13,166.567600,166.973900,166.111800,166.230700,1421528
2018-07-16,166.121700,166.944200,165.864000,166.627100,1522791
2018-07-17,166.547800,167.419800,165.487500,165.566700,2315337
2018-07-18,164.873100,165.953200,164.466800,165.953200,2206506
2018-07-19,165.378500,165.755000,164.011000,164.704600,2055052
2018-07-20,165.011800,165.477600,164.813600,165.081200,1110870
2018-07-23,164.456900,164.942500,164.011000,164.427200,1784104
2018-07-24,163.674000,165.011800,162.821800,164.823500,2545473
2018-07-25,165.566700,165.606400,163.505600,163.505600,2282484
2018-07-26,163.674000,166.587400,163.565000,165.883800,2228035
2018-07-27,160.552600,164.248700,159.650800,163.862300,2703952
2018-07-30,157.976100,160.949000,156.648300,160.770600,2553162
2018-07-31,157.886900,159.839100,157.450900,158.848200,2722694
2018-08-01,158.263500,159.928300,157.649000,158.858100,2060582
2018-08-02,158.699500,158.848200,156.410400,156.866300,1774966
2018-08-03,158.917500,159.482400,157.520300,159.036400,1478506
2018-08-06,159.125600,159.551700,158.134700,158.818400,1135813
2018-08-07,159.740000,160.443600,159.541800,159.720200,1415746
2018-08-08,159.680500,160.185900,159.442800,159.640900,1123440
2018-08-09,159.185100,160.275100,159.086000,159.670600,1722061
2018-08-10,159.224700,160.007600,158.427000,158.600400,1354245
2018-08-13,158.778800,160.433700,158.600400,159.274300,1590073
2018-08-14,159.779600,160.166100,158.441900,158.640100,2083204
2018-08-15,158.957200,160.582300,158.313000,159.105800,1669438
2018-08-16,161.414700,161.771400,160.052100,160.334600,1956994
2018-08-17,163.396600,163.674000,161.583200,161.989400,2717451
2018-08-20,163.624500,164.139800,163.307300,163.842500,1285790
2018-08-21,163.119100,164.397400,163.029900,164.001100,1291662
2018-08-22,163.426300,164.357800,162.851600,163.198400,1184363
2018-08-23,163.703800,164.967200,163.485800,163.485800,1299187
2018-08-24,164.377600,165.279500,163.515500,164.407300,1768231
